"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"12-08-22 / 03:55 AM","200-Level","230","7","1","677.74"
"12-08-22 / 12:19 AM","100-Level Club","129C","20","2","1124.03"
"12-08-22 / 12:19 AM","200-Level","204","11","1","528.65"
"12-08-22 / 12:19 AM","Field Level","FLR-G","28","2","1434.87"
"12-07-22 / 08:49 PM","100-Level","106","18","2","675"
"12-07-22 / 05:15 PM","300-Level","314","6","2","495"
"12-07-22 / 05:15 PM","100-Level","120","39","2","945"
"12-07-22 / 05:15 PM","100-Level","113","31","2","1125"
"12-07-22 / 01:58 PM","200-Level","225","8","4","900"
"12-07-22 / 01:58 PM","Field Level","FLR-C","8","5","2155.02"
"12-07-22 / 03:05 AM","100-Level Club","111C","28","2","1080"
"12-06-22 / 11:50 PM","300-Level","336","1A","2","584.1"
"12-06-22 / 11:50 PM","300-Level","322","21","6","783.02"
"12-06-22 / 11:50 PM","200-Level Club","236C","12","3","1620"
"12-06-22 / 08:51 PM","100-Level Club","126C","7","2","1465.97"
"12-06-22 / 02:02 PM","100-Level Club","109C","2","2","2429.1"
"12-06-22 / 02:22 AM","200-Level","243","12","2","630"
"12-06-22 / 02:22 AM","100-Level","116","19","2","1258.91"
"12-05-22 / 11:13 PM","100-Level","124","15","1","1215"
"12-05-22 / 07:41 PM","300-Level","335","11","6","540"
"12-05-22 / 07:41 PM","200-Level","219","3","2","967.5"
"12-05-22 / 04:04 PM","200-Level","217","7","3","945"
"12-05-22 / 12:54 PM","200-Level","232","12","2","891"
"12-05-22 / 12:54 PM","300-Level","322","6","1","315"
"12-05-22 / 01:21 AM","300-Level","340","23","2","678.51"
"12-05-22 / 01:21 AM","300-Level","345","18","2","569.64"
"12-05-22 / 01:21 AM","200-Level","239","4","1","900"
"12-05-22 / 01:21 AM","200-Level","239","5","1","1125"
"12-05-22 / 01:21 AM","300-Level","347","10","2","405"
"12-04-22 / 10:08 PM","300-Level","345","10","3","450"
"12-04-22 / 10:08 PM","300-Level","327","16","3","652.5"
"12-04-22 / 10:08 PM","100-Level Club","109C","28","2","1440"
"12-04-22 / 10:08 PM","300-Level","314","22","2","572.3"
"12-04-22 / 10:08 PM","300-Level","345","13","3","400.5"
"12-04-22 / 10:08 PM","300-Level","335","24","4","540"
"12-04-22 / 10:08 PM","100-Level Club","111C","11","6","1843"
"12-04-22 / 10:08 PM","200-Level","224","10","2","1350"
"12-04-22 / 10:08 PM","Field Level","FLR-M","14","2","1350"
"12-04-22 / 02:56 PM","Field Level","FLR-L","1","1","2295"
"12-04-22 / 11:37 AM","300-Level","324","17","2","855"
"12-03-22 / 10:53 PM","100-Level","118","19","4","990"
