"Date/Time (EDT)","Zone","Section","Row","Qty","Price"
"12-25-22 / 03:40 AM","Upper Concourse","433","","2","436.5"
"12-24-22 / 10:56 PM","Club Main","C206","3","2","675"
"12-24-22 / 10:56 PM","Upper Concourse","440","12","2","450"
"12-24-22 / 10:56 PM","Upper Concourse","439","24","2","360"
"12-24-22 / 03:53 PM","Upper Concourse","433","1","4","806.04"
"12-24-22 / 03:53 PM","Mezzanine","327","2","2","720"
"12-24-22 / 03:53 PM","Club Mezzanine","C338","1","5","969.03"
"12-24-22 / 03:53 PM","Club Hall of Fame","C110","16","6","1638.33"
"12-24-22 / 03:53 PM","Upper Concourse","419","25","2","441.35"
"12-24-22 / 03:53 PM","Upper Concourse","421","14","2","469.95"
"12-24-22 / 03:53 PM","Club Mezzanine","C334","12","2","900"
"12-24-22 / 09:25 AM","Club Hall of Fame","C112","5","7","2570.5"
"12-24-22 / 09:25 AM","Upper Concourse","412","23","2","810"
"12-24-22 / 01:50 AM","Upper Concourse","443","18","2","405"
"12-23-22 / 09:50 PM","Club Hall of Fame","C109","14","2","1080"
"12-23-22 / 06:28 PM","Club Hall of Fame","C107","18","1","1710"
"12-23-22 / 06:28 PM","Main","203","13","3","667.36"
"12-23-22 / 06:28 PM","Club Main","C212","5","2","1260"
"12-23-22 / 06:28 PM","Main","221","5","3","948.45"
"12-23-22 / 06:28 PM","Club Mezzanine","C314","10","4","832.5"
"12-23-22 / 06:28 PM","Club Main","C209","8","2","1035"
"12-23-22 / 04:03 AM","Main","227","7","1","495"
"12-23-22 / 04:03 AM","Field","M","5","2","2227.5"
"12-23-22 / 04:03 AM","Club Mezzanine","C334","4","2","775.03"
"12-23-22 / 04:03 AM","Upper Concourse","436","4","6","465.21"
"12-22-22 / 03:03 PM","Upper Concourse","441","14","1","495"
"12-22-22 / 03:03 PM","Main","218","8","2","1125"
"12-22-22 / 03:03 PM","Hall of Fame","119","15","2","720"
"12-22-22 / 11:14 AM","Field","K","5","2","1529.54"
